source_text,sentenceID,sentence,asih,nyakitang,kaadilan,kacurangan,setya,ngianat,wewenang,ngalawan tatanan,kasucian,kakotoran,kabebasan,panindasan
Buduh ring Ula Aya,32,"Lantas, Dapetange pianakne malisah ngelingin bangken ula ayane punika",0,1,0,0,0,0,0,0,0,0,0,1
Nang Cubling,2, Sedek dina ia masangin bojog di tukade lantas ada bojog gede teka tur matakon Nang Cubling basang apa ento kaumbah Nang Cubling masaut Basang I Lut,0,0,0,0,0,0,0,0,0,0,0,0
Cicing Alas Ngalih Balian,44,"Sasampune punika, Daya demen nguluk-nguluk tur nyarap beburon tan padosa",0,0,0,1,0,0,0,0,0,0,0,1
Pan Angklung Gadang,150,"Lantas, Aketo temuna anake sugih tur demit tan paunduk buin loba teken gelah timpal mabudi magegaenan apang payu kasugihane tileh kene jani tepukin",0,0,1,0,0,0,0,0,0,0,0,0
I Kékér Tekén I Lutung,11, Masaut I Keker Nah lamun saja keto idep Caine miwah ajaka men kema,1,0,0,0,0,0,0,0,0,0,0,0
Bé Jeleg Tresna Telaga,47, Inggih sapunika kacritayang I Be Jeleg manyama sareng tatiga ngemargiang tresna masemeton tresna ring kawitan utawi palekadan tur pageh mayasa,0,0,0,0,1,0,0,0,0,0,0,0
Sampi Wadak,29, Matur I Sampi Wadak padalem pesan Cokor I Dewa margi ja kaumah tyange derika Cokor I Dewa ajak titiang,1,0,0,0,0,0,0,0,0,0,0,0
Beras Kuning,44, Panjake sayan-sayan jemet magarapan tur tusing ngengsapang pangacine di pura Pangulun Carik,0,0,0,0,1,0,1,0,0,0,0,0
Belibis Putih,62, Makejang ulihan patuduh I Belibis Putih,1,0,0,0,0,0,1,0,0,0,0,0
Siap Sangkur Metaluh Mas,84, Ngatekok I Selem tuun uli bengbengane,0,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,272, Wenten anak luh jegeg jumahan padewekan,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,34, Dadiannya Pan Angklung Gadang inget teken dewekne danda bane tuara sangkep ne abulan,0,0,0,0,0,0,0,0,0,0,0,0
Bojog Jegég,46, Kedis makeber tur ngucaci girang ningalin i bojog lua,0,0,0,0,0,0,0,0,0,0,0,0
I Cicing Gudig,38, Patuh lantas gobanne I Cicing Gudig buka warnanida Raden Mantri,0,0,0,1,0,0,0,0,0,0,0,0
Lutung tekén Kancil,18, I Lutung ngenggalang makecog ke duur punyan nyambune,0,0,0,0,0,0,0,0,0,0,0,0
I Wingsata tekén I Sigara,36, Sawireh Cening mula madasar jemet tresna tur bakti sinah sing ja bakal makelo Cening mondong sengsara sawireh bapa ngelah pusaka sakti ane bakal serahang teken dewek Ceninge,1,0,0,0,0,0,0,0,0,0,1,0
I Cita Maprekara,11,"Satondenne, Jani mamunyi I Cita Ih Cai Macan Iba tusing bisa matresna sing pesan inget tekening janji",0,0,0,0,0,1,0,0,0,0,0,0
I Belog Dadi Mantu,23,Nyelisib ia mulih lakar madaar be siap aturan Pan Sarine kanti macarikan sawireh kaliwat wareg saking pidabdabane.,0,0,0,1,0,0,0,0,0,0,0,0
Sampi Wadak,30,"Sasampune punika, Keto aturne I Sampi Wadak kenehne bakal ubuhin malu I Galuh bin pidan lamun suba mokoh mara tadah",1,0,0,0,0,1,0,0,0,0,0,1
Bé Bano,74, I Blenjo inceg jani ngalih don tlujungan pitung papah laut nyakcak bawang jae muah kunyit ulian apaso lantas nyemak nyuh abungkul laut polesa aji basanne lantas kaputa aji don tlujungan suba keto mara kuskusa,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Kadéna Jaruh,32, Wih Cai Belog sawireh Awak suba kelih suba madan teruna jani alihang awake kurenan apang ada ajak meme magarapan,0,0,0,0,0,0,0,0,0,0,0,0
Bé Jeleg Tresna Telaga,47,"Lantas, Inggih sapunika kacritayang I Be Jeleg manyama sareng tatiga ngemargiang tresna masemeton tresna ring kawitan utawi palekadan tur pageh mayasa",0,0,0,0,1,0,0,0,0,0,0,0
I Lutung Maborbor,59, Kengkenang jani baan madaya,0,1,0,0,0,0,0,0,0,0,0,0
Bulan kuning,16,"Ring semeng punika, Raksasane dadi Bhatara tur mawali buin ka Suarga ring desa ento.",0,0,0,0,0,0,0,0,1,0,0,0
Pan Angklung Gadang,91, Nah jani buin critayang Pan Angklung Gadang,0,0,0,0,0,0,0,0,0,0,0,0
I Kasiapa Kepuh,31,"Satondenne, Nepukin unduke buka keto ditu lantas I Paksi Gagak dahat sebet sawireh I Kasiape Kepuh nenten satya semaya tur masawitra ngajak anak drowaka cara I naga Taksaka sane kaliwat degag tur bonggan sing ja buungan ia jagi nepukin pakeweh tur mati ulian laksanane ane ten satya",0,1,0,1,0,1,0,0,0,0,0,0
Ekalawya,4, Antuk bhaktin ipune nyabran jagi ngelatih raga mapanahan Sang Ekalawya ngaturan sembah pangubakti ring ajeng arcan Ida Hyang Bhagawan sapunika manten ngerahina ngantos pascat pisan Sang Ekalawya mapanahan,1,0,0,0,1,0,0,0,0,0,0,0
I Belog Magandong,39,"Sasampune punika, Uli duur punyan jakanne Pan Sari ngrengkeng Pantes madak ja pang bangka polon Ibanne upah demen melog-melog anak tua",0,0,0,0,0,1,0,0,0,0,0,1
Bintang Lara,63, Mara keto aturne lantas ngandika dedari Supraba Nah yen keto iba ngaba sibuh mas ajak jaum mas,0,0,0,0,0,0,0,0,0,0,0,0
Rsi Srengga,26, Manike ento lantas katurang majeng ring Ida Sang Prabhu,0,0,0,0,0,0,0,0,0,0,0,0
Pan Balang Tamak,60, Keto uar-uare,0,0,0,0,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,46, Penarakne misi nyuh muda makelasan duang bukul nyuh mara mangesan telung bukul masih misi umbi-umbian kalbasa ane beta ibi,0,0,0,0,0,0,0,0,0,0,0,0
I Belog,3, Sedek dina ia tondena meli bebek ka peken teken memene,0,0,0,0,0,0,1,0,0,0,0,0
Belibis Putih,45,Tingalin kayune gede ane misi gook lelipi Yening suba tepuk lantas seebin gooke ring waktu punika.,0,0,0,1,0,0,0,0,0,0,0,0
I Belog Dadi Mantu,29, Sing kodag-kodag legan kenehne I Belog maan somah jegeg putih galling buka dedari tusing pesan masaih ajak I Belog,0,0,0,0,0,0,0,0,0,0,0,0
Pan Jempenit tekén Mén Jempenit,5, Masaut Pan Jempenit yan keto tiang ja baang ngidih lelipine,0,0,0,0,0,0,0,0,0,0,0,0
I Ubuh,2, Nu cerik suba kalahina mati baan meme bapanne,0,1,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,55, Kema enggalang tutug,0,0,0,0,0,0,0,0,0,0,0,0
Angsa tekén Kerkuak,34,"Satondenne, Suba lantas tepukina I Angsa orahina lantas I Angsa ajak I Kerkuak ada Cicing ngamah be We angsa ditu di Beten Punyan Pulene ada cicing ngamah be Mirib ia ne ngamah bene ane alih dibi ring waktu punika.",0,0,0,0,0,1,0,0,0,1,0,1
Sang Aji Saka,16, Ring dija makakalih Sang Pandita nenten nue putra tur maning sane mangkin galah Ida ngaturang caru tetadahan retune ring Medang Kamulan marupa ajeng-ajengan maulam jatma adiri adeng siu jejanganan miwah inum-inuman marupa sajeng mangda katur raina benjang,0,0,0,0,0,0,0,1,0,1,0,0
I Lelipi Gadang tekén I Katak,28, Nyadpada teken ratun katake dini,0,0,0,0,0,0,1,0,0,0,0,0
Ni Daha Tua,64, Tan asue I Patih Agung sampun nyakrawerti dados Ratu wibuhing brana miwah bala wadua,0,0,0,0,0,0,0,0,0,0,0,0
Jayaprana lan Layonsari,41, Wake ne ngutus apang cai mati Dosan cai gede Cai ngelewatin tingkah wake Kurenan cai tuah dadi pegelahang jelema care wake Wake ne pantes ngelah Mati cai jani Jayaprana de pesan cai nagih ngelawan Wake jani ne ngelah Layonsari,0,0,0,1,0,1,0,0,0,1,0,1
I Bojog tekén I Kedis Sangsiah,10,"Lantas, Luire amah-amahan umah ento makejang ane puponin Cai diastun tusing katuyuhan dewek Caine padidi",0,0,0,1,0,0,0,0,0,0,0,0
I Lacur,32, Laut mejalan I Lacur ka Puri Daha,0,0,0,0,0,0,1,0,0,0,0,0
Macan tekén méng,10,Lantas ia makakeneh kene Jani melahan I Meng dogen amah kerane I dewek suba dueg tusing ada buin ane patut palajahin teken ia ring waktu punika.,0,0,0,0,0,1,0,0,0,0,0,0
I Langgana,50, Ngancan seleg ia malahan buin ngalinggahan ia numbeg tur mamulan-mulan di tanah tebanne,0,0,0,0,1,0,1,0,0,0,0,0
I Lutung Maborbor,4, makelo suba tusing matepuk teken I Kekua,0,1,0,0,0,0,0,0,0,0,0,0
I Balu Kawanan tekén I Balu Kanginan,33, Kema jemakang siap beline lakar tampah jani kadong dot gati teken be siap keto I Balu Kawanan,0,0,0,0,0,0,0,0,0,0,0,0
I Lelipi tekén Sang Garuda,28, Rauh lantas Ida batara Wisnu mamaling amertane ento malih bakta Ida ke Wisnuloka,0,0,0,1,0,0,0,0,0,0,0,0
Ni Daha Tua,51, Kawibawan Sang Maha Patih Agung sane kairingang olih para tanda mantri ngawinang malih kosekan tangkah I Sudagar duaning wenten manah ipune mapairian ring Ida Sang Maha Patih,0,0,0,0,0,0,0,0,0,0,0,0
I Kecut,30, Ambul keto Dadong mati jani,0,0,0,0,0,0,0,1,0,0,0,0
I Belog Dadi Mantu,10,Buin lantas I Belog masuara Wih Kita Damuh sing dadi ngaba damar yening lakar nyembah Ida Betara Sawireh Manira maraga piningit tan arsa galang-galang paling melah enggjalang ngae sodan rayunan ring genah punika.,0,0,0,1,0,0,0,1,0,0,0,0
Pan Tuung Kuning tekén Mén Tuung Kuning,21, Tan kacerita pamargin Raden Galuh kapanggihin lantas bangken bikule,0,0,0,0,0,0,0,0,0,0,0,0
Yuyu Misi Enjekan Kebo Ditunduné,56,Ditu ia tengkejut nepukin ada lutung kejengat kejengit matekep di guungane turmanig ia gelur - gelur ngaukin pekakne ningehin cucune gelur,0,0,0,0,0,0,0,0,0,0,0,0
I Empas tekén I Angsa,25, Yen pakeneh Beline meh melahan i raga ajak makejang makisid uli tlagane ene,0,0,1,0,0,0,0,0,0,0,0,0
I Cicing Gudig,10, Kalugra kone pinunasne I Cicing Gudig lantas ia dadi jlema,0,0,0,0,0,0,0,0,1,0,0,0
I Lelasan tekén I Sampi,16, Jejeh keneh tiange nyanan tunjula umah brayane,0,1,0,0,0,0,0,0,0,0,0,0
I Belog Kadéna Jaruh,4, Ia anak ubuh kaempuang ban meme dogen,0,0,0,0,0,0,0,0,0,0,0,0
I Belog pengangon Bébék,31, Suba sandikaon adi enu masih kema mai,0,0,0,0,0,0,0,1,0,0,0,0
I Donglen teken Luh Arum,11, Nah nyen ja dueg ngenggong melutang matuhin tabuh genggong pianak bapanne Luh Arume Ia kal baang bapa nyuang pianak bapane Luh Arum,0,0,0,0,0,0,1,0,0,0,0,0
Sampi Wadak,266, Kaka patih kaka patih kema ja mulihan ngidih yeh,0,0,0,0,0,0,1,0,0,0,0,0
Siap Sangkur Metaluh Mas,107, Pasti liu maan pipis,0,0,0,0,0,0,0,0,0,0,0,0
I Lelasan tekén I Sampi,15, Naweg Jero Lutung ane makrana tiang nepak kulkul bulus sawireh I Kunang-kunang ileh-ileh ia ngaba api,0,0,0,0,0,0,0,1,0,0,0,0
Tukang pancing,42, I Aget mara ningalin anake ento tusing pesan ia ngidayang ngeret kenehne buduh kasemaran teken anake luh ento,1,0,0,0,1,0,0,0,0,0,0,0
I Lelipi tekén Sang Garuda,26,Nah jani sampun kone suud Sang Winata dadi pangempun para nagane uli dugas ene lantas Sang Garuda dadi palinggihan Ida batara Wisnu ring genah punika.,0,0,0,0,1,0,0,0,0,0,0,0
I Ubuh,6, I Ubuh demen pesan nutug anak makena bubu,0,0,0,0,1,0,0,0,0,0,0,0
Belibis Putih,72, Ngaturang pamutus wicara sakaning nungkalik,0,0,0,0,0,0,0,0,0,0,0,0
Ayam Ijo Sambu,5,"Sasampune punika, Ida Anak Agung Ngurah Rangsasa sakadi parab idane tan wenten pisan ngamanggehang darma ida seneng makaklecan",0,0,0,0,0,0,0,0,0,1,0,0
I Baluan,11, Gelisin satua enggal kacerita suba lemah lantas I Blatuk ngireang lakar tangkil ka purian,0,0,0,0,1,0,1,0,0,0,0,0
I Kecut,21, Ambul keto miwah mulih Dadong ngorahang teken I meme bapa pada wireh tiang lakar makurenan kenken patute anake nyuang kurenan kadung tiang saud munyi,0,0,0,0,0,0,1,0,0,0,0,0
I Kasiapa Kepuh,21, Masaut I Kasiape Kepuh Ede juange taluh anake lek atin icange ajak I Goak,0,0,0,0,0,0,1,0,0,0,0,0
Timun Mas,17, Morahan I Ketimun Mas Meme ibusan ada anak kauk-kauk,0,0,0,0,0,0,0,0,0,0,0,0
Lutung tekén Kakua memaling Isén,14, kacerita Ni Ayu Kantrungan tengkejut rikale maekin krangkenge lakar nyemak I Kekua tepukine ada Lutung di tengah krangkenge,0,0,0,0,0,0,0,0,0,0,0,0
Beras Kuning,57, Mawarna ia marasa kenyel muah bedak layah,0,0,0,0,0,0,0,0,0,0,0,0
I Donglen teken Luh Arum,48, Bapan Luh Arume nunden icang icang sing bani matau,0,0,0,0,1,0,0,0,0,0,0,0
I Kelesih,5, Ento makrana aluh antuk Ida ngejuk buron ane suba kasakitin grubug,0,0,0,1,0,0,0,0,0,0,0,0
I Belog Kadéna Jaruh,81, Keto terus kalaksanang kanti buka semengan sabilang ajahan buin Makita nyumunin menekin kurenane,0,0,0,0,0,0,0,0,0,0,0,0
Arjuna Nangun Tapa,12, Sadurung widiadarine pitung diri punika mamargi dane tangkil dumun ring Sang Hyang Indra nunas panugrahan miwah pawisik,0,0,0,0,0,0,0,0,1,0,0,0
I Wingsata tekén I Sigara,18,"Satondenne, Yen sing maan tuak sing nyak jaen daar nasine",0,0,0,0,0,0,0,1,0,0,0,0
I Belog Kadéna Jaruh,95, Kanti suba sanja kenyel ia nyau laut ia mulih nadtad sau sambilanga ngrengkeng Tendas kelenge totonan kengken kaden maaban-aban,1,0,0,0,1,0,0,0,0,0,0,0
I Ubuh,69, Lega pesan I Ubuh ningeh munyin pekakne,0,0,0,0,0,0,0,0,0,0,1,0
I Wingsata tekén I Sigara,18,Yen sing maan tuak sing nyak jaen daar nasine ring desa ento.,0,0,0,0,0,0,0,1,0,0,0,0
I Jaran Nayanin Macan,23, Tegarang jani tulungin ngaadang duine ane nebek batis wakene apang tusing santul yen anggon matindakan,0,0,0,0,0,0,1,0,0,0,0,0
Siap Selem,14, Lantas pesu ane ngelah umahe ento boya ja sios wantah meong lua madan Meng Kuuk,0,0,0,0,0,0,0,0,0,0,0,0
I Belog Magandong,28, Masaut I Belog Nah icang pasti milu kema bareng nulungin bapa ngalih eduk,1,0,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,64, Aduh,0,0,0,0,0,0,0,0,0,0,0,0
I Mencéng Ajak I Polos,34, Laut inema ubade ento,0,0,0,0,0,0,1,0,0,0,0,0
I Bikul tekén I Semal,2, Di sisi kenawan jedinge ane gede ada bikul cenik ngoyong ditu,0,0,0,0,0,0,0,0,0,0,1,0
I Kecut,34, Lan kene baan madaya Kecut,0,0,0,1,0,0,0,0,0,0,0,0
Mén Brayut,45, Jani kacarita Pan Brayut ngedum kasugihane teken pianak matunne makejang pada abedik enu a pah siaan bakal anggona bekel nukuhin,1,0,0,0,0,0,0,0,0,0,0,0
Bengu Mati,36, Memenne tonden ia manjus ento makrana bonne bengu,0,0,0,0,0,0,0,0,0,0,0,0
Ayam Ijo Sambu,21, kacerita gelisin satua enggal I Ngurah Rangsasa mangkin budal sasampune nyakupang kara kalih matur suksma ring Ida Sanghyang Sambu duaning sampun kapicain ayam maules,0,0,0,0,0,0,0,0,1,0,0,0
I Kékér Tekén I Lutung,55, Awak wakene ungkeb pesan wake lakar manjus malu dik,0,0,0,0,0,0,0,0,0,0,1,0
I Sampi masuwitra ajak Goak,66, Cai mula timpal ane sujati ada ri kala suka muang duka Icang ngaturang suksma tekening cai Goak,1,0,0,0,1,0,0,0,0,0,0,0
I Bikul tekén I Semal,42,"Ring semeng punika, aeng san corah dayan I Semale",0,1,0,0,0,1,0,0,0,0,0,0
Radén Jajarpikatan,31, Raden Jajarpikatan nangis katinggal antuk rabine,0,1,0,0,0,0,0,0,0,0,0,0
I Sampi masuwitra ajak Goak,49, I Sampi tusing ngrunguang I Goak ane gedegina ento,0,0,0,0,0,0,0,1,0,0,0,0
I Kasiapa Kepuh,22, Buin lelipi Masaut yen sing cai maang lakar geseng kai anake buka cai nah apang cai nawang ne ne ne ane sube madan I Banas Patiraja,0,0,0,0,0,0,0,0,0,0,0,1
Ni Dukun Sakti,17, Suba kone keto rauh lantas Raden Mantri masucian ka taman kairing ban I Punta Jrudeh panggihin ida ambuh teken sisige ento di samping pancorane lantas ento kone anggon ida sing dadi pamunguina teken I Punta Jrudeh,0,0,0,0,0,0,0,0,0,0,0,0
Getap (satua),18, Papahe ento masih kategul baan tali maembatan nuju rangon utawi kubune,0,0,0,0,0,0,0,0,0,0,0,0
Belibis Putih,35,"Ring wengi punika, Narajana sayang pesan teken belibise",1,0,0,0,0,0,0,0,1,0,0,0
Siap Sangkur Metaluh Mas,54, Sambehina buin baan jagung,0,0,0,0,0,0,0,0,0,0,0,0
I Gedé Basur,30,"Ring wengi punika, Nah sawireh I Nyoman Karang mula sadia nyerahang teken pianakne jani suba pasti ane bakal nyakina teken Ni Sukasti tuah Kadek Tirta",0,0,1,0,0,0,0,0,0,0,1,0
I Kepuh Mati Baan Drowaka,7, Goban caine layu dudus,0,1,0,0,0,0,0,0,0,0,0,0
I Bojog tekén I Kedis Sangsiah,12, Wake ngajak somah suba dadi kekasuban i manusa,0,0,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,55, Raden Galuh Pradnyawati mangucap Lara lara kajantaka apang ada jani pasubayan,0,0,0,0,0,0,0,0,1,0,0,0
Sang Lanjana,50, Keto upah anake demen ngrusuhin anak cerikan tur banggi muah sombong teken anak len,0,0,1,0,0,0,0,0,0,0,0,0
Sampi Wadak,57, Mara makalah I Sampi kendel kone I Lutung lantas magendingan Erang erang erung I Sampi Wadak mangipuh tanduk jegeg ja kadi jegeg kagelanira taruna bagus,0,0,0,0,0,0,0,0,0,0,0,0
I Empas tekén I Asu,24, Cendek ipun titiang pacang ngiring I Ratu mangda titiang polih muponin kadarmaning sawitra,0,0,0,0,1,0,0,0,0,0,0,0
I Botol tekén Sang Samong,16, Yen manusane benehan iba rahayu nanging yen pelihan manusane tan pariwangde lakar iba ngemasin mati amah kai keto pasautne Sang Samong,0,0,0,0,1,0,0,0,0,0,0,0
I Wingsata tekén I Sigara,66, Kacerita ne jani ngencolang I Wingsata ka tukade kederopon kenehne bakal ngalih udang muah soroh be,0,0,0,0,0,0,0,0,0,0,0,0
Sang Aji Saka,9, Nyambran raine ikrama pacang muponin kauripan mabekel antuk kaweruhan sane dahat mautama punika,0,0,0,0,0,0,0,0,0,0,0,0
Macan tekén méng,31, Kerana keto omongne I Macan sai-sai I Meng tangar teken ibane,0,0,0,0,0,0,1,0,0,0,0,0
Bintang Lara,44, Batu masepak enggang iba enggang Enggang lantas batune masepak,0,0,0,0,0,0,0,0,0,0,0,0
I Belog pengangon Bébék,26, Ditu kocap tongose tenget tur pingit,0,0,0,0,0,0,0,0,1,0,0,0
I Lelasan tekén I Sampi,32, Kacerita ngeling kone I Sampi sleguk-sleguk mangenang ibane lakar katadah ban I Sangmong,0,1,0,0,0,0,0,0,0,0,0,0
Radén Jajarpikatan,13,"Lantas, Di sampunne Ida molih bukti punika ban Ida meling ring kangin kauh miwah kota Pajajaran kanten antuk Ida bongglot Ida budal muatan olih-olihida tur saruhe raris munggah ring glebeg ngengkebang buktine punika kateteh antuk pantun",0,0,0,0,0,0,0,0,0,1,0,0
Jero Ketut,18, Apabuin I Geruda sawai ngidih tulung tekening bikul,0,0,1,0,0,0,1,0,0,0,0,0
Sampi Wadak,193, Jani tyang baang malu baas,0,0,0,0,0,0,0,0,0,0,0,0
Ni Bawang lan Ni Kesuna,23, Disubane orahina teken Ni Bawang ditu laut Ni Kesuna metu kenehne ane kaliwat loba,0,0,0,0,0,0,0,0,0,1,0,0
Rsi Srengga,10, Sawireh buka keto mto pikayunan Idane lakar nangun yadnya apang enggal para rabin Idane ngamijilang putra mautama,0,0,0,0,0,0,0,0,1,0,0,0
I Cita Maprekara,8, Keto munyinne I Macan,0,0,0,0,0,0,0,0,0,0,0,0
I Kerug,58, Sedek bengong saget teka anak muani pisagane I Kerug,0,1,0,0,0,0,0,0,0,0,0,0
I Alu tekén I Kedis Puuh,11, Kacerita ada alu gede gati,0,0,0,0,0,0,0,0,0,0,0,0
Rsi Srengga,28, Kadi manik sakecap kone suba makejang rabin Ida Sang Prabu mobot,0,0,0,0,1,0,0,0,0,0,0,0
I Sangging Lobangkara,32, Reh bengong pesan ia ditu sarwa ane melah-melah mawanan sing ja ia malipetan buin ka mracepada nget ditu kone ia nongos,0,0,0,0,0,0,0,0,0,0,0,0
Angsa tekén Kerkuak,35,"Lantas, Ditu lantas I Kerkuak ajak I Angsa ngintip jeg saja ada cicing gudig ngamah be ked tulangne liu ditu",0,0,0,1,0,1,0,0,0,0,0,1
I Kepuh Mati Baan Drowaka,50, Nah yening keto tusing makelo ia lakar idup,0,0,1,0,0,0,0,0,0,0,0,0
Galuh Pitu,24, Disampune punika sami okane matangi tur samian nunas laklake punika,0,0,0,0,0,0,0,0,0,0,0,0
I Kékér Tekén I Lutung,36,"Satondenne, Paling melah jani butbut bulunne pang ya sing nyidang makeber",0,0,0,1,0,1,0,0,0,0,0,0
Ni Daha Tua,10, Pan Bergah makeh pisan madrebe pianak luh muani,0,0,0,0,0,0,0,0,0,0,0,0
I Kasiapa Kepuh,11, Nah gelisang satua I Kasiape Kepuh ane jani suba tumbuh rob punyannyane ageng mabunga buah ipune nged tur carangnyane samah,0,0,0,0,0,0,0,0,0,0,1,0
Bé Bano,45, Kacerita I Nyoman Jater nglablab be di paon suba kone mulang basa,0,0,0,0,0,0,0,0,0,0,0,0
I Gedé Basur,47, Sangkal kayang jani di Bali tusing enyak anake malula jaka sajeroning penyengker sawireh jakane ento tongos destine maslikuan,0,0,0,0,0,0,1,0,0,0,0,0
Bojog Jegég,2, Tusing ngamah muang nginem yeh,0,1,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,31, Ditu lantas manggihin tukad linggah tur dalem ane matiti tiying petung akatih tur ganjih,0,0,0,0,0,0,0,0,0,0,0,0
Bintang Lara,48, Ngaja kanginan dogen pajalane,0,0,0,0,0,0,0,0,0,0,0,0
Galuh Pitu,55,Raden Galuh Pradnyawati mangucap Lara lara kajantaka apang ada jani pasubayan saking pidabdabane.,0,0,0,0,0,0,0,0,1,0,0,0
Mén Sugih tekén Mén Tiwas,45, Disubane inget ia magaang mulih,0,0,0,0,0,0,0,0,0,0,0,0
Bé Jeleg Tresna Telaga,32, Masaut raris adinne sane paling cenikan I Gancung,0,0,0,0,0,0,0,0,0,0,0,0
I Kecut,54, Keto pesaut meme bapanne sambilanga ngeling,0,1,0,0,0,0,0,0,0,0,0,0
Timun Mas,21, Memenne kendel kenehne,0,0,0,0,0,0,0,0,0,0,0,0
Cicing Alas Ngalih Balian,33, Kewala da sebet icang nyidang nujuhin cai tongos maubad saut I Lembu,1,0,0,0,0,0,1,0,0,0,0,0
I Wingsata tekén I Sigara,6,"Satondenne, I Wingsata lengit pesan magarapan sakewala pipis pikolih ngadep be muah udange sabilang sanja belianga tuak muah arak angona nginem mapunyah-unyahan",0,1,0,0,0,0,0,1,0,0,0,0
I Kasiapa Kepuh,14, Yen ade anak nagih taluh awake dini de pesan baange keto munyin I Goak teges pesan,0,0,0,0,0,0,1,0,0,0,0,0
I Alu tekén I Kedis Puuh,22, lacur sajan awake buka jani,0,1,0,0,0,0,0,0,0,0,0,0
Anak Ririh,16,Nangingke ia ngalih daya apanga gegaene aluhan ring genah punika.,0,0,0,1,0,1,0,1,0,1,0,0
Jero Ketut,55, Gusti Prabu raris ngicen gelar Jero Ketut kapining I Bikul,0,0,0,0,0,0,0,0,0,0,0,0
Lutung tekén Kakua,22, Gelisang satua I Lutung ngempok biu masane nasa duang bulih tur peluta amaha maka dadua,0,0,0,0,0,0,0,0,0,0,1,0
Sang Nandaka muah Prabu Singa Kapisuna,14,"Ring semeng punika, Mara keto lega pesan keneh asune makejang lantas paumane maluaran",0,0,1,0,0,0,0,0,0,0,0,0
Bulan kuning,15, Sabdane ngandikayang Ni Bulan Kuning suba nyupat I Raksasa,0,0,0,0,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,69, Kuk Kuruyuk kok,0,0,0,0,0,0,0,0,0,0,0,0
I Kékér Tekén I Lutung,53, Jani suba teked di tengahing danu dadi masriut I Keker tuun maencegan di batune lempeh,0,0,0,0,0,0,0,0,0,0,0,0
I Lutung Nayanin Pekak Dukuh,28, Malaib lantas Luh Kancerung sig umah pekakne,0,1,0,0,0,0,0,0,0,0,0,0
I Alu tekén I Kedis Puuh,59, icang tusing engsap teken pasemayane ituni semengan,0,0,0,0,1,0,0,0,0,0,0,0
I Empas tekén I Angsa,8, Luh apa nyai suba nawang Ento ditu tolih Jani nyai suba ngelah timpal di tlagane ene,1,0,0,0,0,0,0,0,0,0,0,0
I Cicing Gudig,2, I Cicing Gudig buka adanne berag tegreg tur keskes gudig sing jalana mlispis ada dogen anak ngesekang wiadin ngaltig,0,1,0,0,0,0,0,0,0,0,0,0
I Kedis Gelatik,6,Nah antosan dini pituduh pak Gelatik jagi uber bape ia de getap nah cening lakar cak cak bape ye,1,0,0,0,0,0,0,0,0,0,0,1
Kidang tekén Cekcek,34, Keto masih mara das neked di punyan kayune makaukan lantas I Kidang neked dija cai Cekcek Masaut I Cekcek di punyan kayune Kai suba dini di punyan kayune,0,0,0,0,0,0,0,0,0,0,0,0
Sang Lanjana,11,"Ring semeng punika, Solahne jele pesan teken kedise lenan sabilang ada ane paek nagih cotota",0,0,0,1,0,0,0,0,0,1,0,1
Pan Balang Tamak,31, Nyen ja tuara ngelah cicing galak lakar kena danda,0,0,0,0,0,0,0,0,0,0,0,0
Bé Bano,68, Kaling ke icang ngulah kuluk awak icange kebus dingin keto I Blenjo nglanturang,0,0,0,0,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,137, Ngadebras ia bangun,0,0,0,0,0,0,0,0,0,0,0,0
I Cita Maprekara,6, Mara paekanga dapetanga I Macan makrangkeng kena jebag,0,1,0,0,0,0,0,0,0,0,0,0
Semut perang tanding,36, Tatujone patuh luas ngalih mamahan,0,0,0,0,0,0,0,0,0,0,0,0
Siap Selem,62, Eh cai Doglagan jani cai lakar amah kai Nggih dados nika jero,0,0,0,0,0,0,0,0,0,0,0,0
I Lasan,10, jani makejang burone sakti,0,0,0,0,0,0,0,0,0,0,1,0
